id_transaccion,fecha,categoria,monto,cantidad,region,descuento
2142,2024-12-26,Deportes,,52.0,Oeste,0.21
2143,2024-09-13,Deportes,3625.35,,Este,0.24
2144,2024-05-12,Alimentos,2993.9,1.0,,0.42
2145,2024-10-02,Alimentos,6345.35,53.0,Centro,0.48
2146,2026-02-14,Electrónica,8833.13,68.0,Norte,0.0
2147,2025-11-13,Hogar,,78.0,Centro,0.5
2148,2025-05-27,Ropa,7466.9,24.0,Norte,0.04
2149,2024-11-08,,,27.0,Sur,0.42
2150,2025-07-29,Hogar,8949.76,27.0,Oeste,
2151,2024-10-10,Deportes,1526.79,88.0,Centro,0.28
2152,2024-04-30,Alimentos,1921.82,65.0,Oeste,0.28
2153,2024-04-16,Deportes,1065.53,39.0,Oeste,0.33
2154,2025-11-17,Ropa,3097.48,77.0,Sur,0.18
2155,2024-07-22,,5524.55,84.0,Centro,0.08
2156,2024-06-13,Ropa,9879.94,36.0,Este,0.03
2157,2024-10-31,Deportes,7933.88,76.0,Sur,0.44
2158,2025-05-11,Deportes,,69.0,Oeste,0.27
2159,2025-09-23,Deportes,5758.88,5.0,Centro,0.35
2160,2025-07-09,Deportes,6233.45,81.0,Sur,0.17
2161,2024-06-04,,,10.0,Sur,0.4
2162,2025-01-01,Electrónica,7364.77,16.0,,0.17
2163,2025-12-19,Hogar,5693.34,88.0,Norte,0.01
2164,2025-09-11,Deportes,6692.15,93.0,,
2165,2024-09-07,Alimentos,7459.42,53.0,Centro,0.43
2166,2024-11-29,Hogar,1332.31,,Centro,0.44
2167,2025-10-03,Deportes,2005.35,,Centro,
2168,2025-05-25,Deportes,6886.15,29.0,Norte,0.25
2169,2024-10-19,Electrónica,8504.4,28.0,Sur,0.48
2170,2024-01-20,Ropa,4093.21,17.0,Sur,0.25
2171,2024-10-08,Hogar,,69.0,Norte,0.08
2172,2026-03-07,,2161.5,,Sur,0.25
2173,2024-01-01,,4167.57,36.0,Norte,0.43
2174,2024-04-28,,3785.85,46.0,Norte,0.39
2175,2024-02-04,Electrónica,9303.02,45.0,Sur,0.22
2176,2024-07-16,Deportes,2854.5,9.0,,0.11
2177,2025-04-29,Deportes,4708.43,36.0,Norte,0.29
2178,2026-01-26,Alimentos,1873.15,5.0,Este,0.47
2179,2024-02-28,Electrónica,5213.14,79.0,Oeste,0.09
2180,2024-06-09,,8574.18,73.0,Centro,0.41
2181,2025-11-21,,3041.09,89.0,Norte,0.07
2182,2024-07-24,Hogar,8108.1,50.0,Sur,0.46
2183,2024-01-12,Deportes,9113.2,28.0,Norte,0.35
2184,2025-05-04,Electrónica,730.51,27.0,Sur,0.05
2185,2024-10-02,Electrónica,7564.48,47.0,Norte,0.1
2186,2025-11-23,Electrónica,,,,0.46
2187,2024-08-29,Alimentos,1754.1,97.0,Este,
2188,2024-08-03,Hogar,6011.62,38.0,Oeste,0.23
2189,2024-09-07,Alimentos,7056.31,8.0,Sur,0.03
2190,2024-05-05,,,4.0,Este,0.04
2191,2024-08-04,Deportes,392.7,36.0,Oeste,0.35
2192,2024-11-01,,9087.13,31.0,Sur,0.39
2193,2026-03-07,,7307.73,,Centro,0.43
2194,2024-07-03,Deportes,2717.39,49.0,,0.25
2195,2024-02-08,Electrónica,4969.14,41.0,Norte,0.16
2196,2024-08-10,Deportes,278.9,8.0,Norte,0.31
2197,2024-07-02,Hogar,3393.49,30.0,Sur,0.31
2198,2025-05-09,Deportes,5225.82,14.0,Centro,0.02
2199,2025-03-02,Electrónica,5172.71,45.0,Centro,0.47
2200,2024-06-26,,2082.64,99.0,Centro,0.32
2201,2025-03-03,Alimentos,7767.69,46.0,Oeste,
2202,2024-10-20,Ropa,2989.32,67.0,Sur,0.48
2203,2024-05-30,Alimentos,5804.51,93.0,Este,0.48
2204,2025-01-18,Ropa,2715.95,16.0,Oeste,0.47
2205,2025-09-29,,4252.25,10.0,Sur,0.44
2206,2024-11-03,Hogar,2075.94,68.0,Centro,0.09
2207,2024-12-01,,6330.44,52.0,Sur,0.49
2208,2026-01-15,Electrónica,4256.41,50.0,Centro,0.38
2209,2025-01-09,Deportes,162.16,68.0,,
2210,2024-01-08,,282.62,2.0,,0.47
2211,2024-12-06,Alimentos,4711.87,75.0,Oeste,0.19
2212,2024-05-08,Hogar,1833.07,,Sur,0.47
2213,2026-02-14,Deportes,5850.83,,Norte,
2214,2025-10-30,,4082.51,87.0,Centro,0.29
2215,2024-12-17,Alimentos,6544.54,94.0,Centro,0.32
2216,2024-12-23,Hogar,9523.99,60.0,Norte,0.38
2217,2025-05-31,Deportes,5287.83,50.0,Oeste,0.22
2218,2025-05-09,Deportes,7873.99,1.0,Este,
2219,2024-03-26,Ropa,7530.65,97.0,,0.04
2220,2024-06-23,Ropa,9217.98,37.0,Oeste,0.46
2221,2024-07-11,Electrónica,2140.96,23.0,Sur,0.33
2222,2024-11-06,,8273.43,,Este,0.45
2223,2024-04-28,Hogar,9055.29,82.0,Oeste,0.18
2224,2024-08-05,Deportes,3928.23,74.0,Centro,0.41
2225,2025-03-02,Deportes,3138.84,64.0,Norte,0.31
2226,2025-02-17,,9520.4,17.0,Sur,
2227,2024-04-23,Deportes,6276.69,71.0,Sur,0.16
2228,2024-05-24,Alimentos,3807.38,15.0,Centro,0.46
2229,2025-06-21,Electrónica,7918.48,51.0,Este,0.46
2230,2025-10-09,,3045.43,27.0,Sur,0.24
2231,2024-10-29,Electrónica,1764.9,9.0,Norte,0.2
2232,2026-01-13,Deportes,5440.15,64.0,Centro,0.29
2233,2025-08-10,Electrónica,5662.55,63.0,Sur,0.1
2234,2024-12-10,Ropa,8257.63,85.0,Centro,0.25
2235,2024-01-01,Hogar,4570.81,53.0,Este,0.45
2236,2024-05-26,Deportes,8146.04,93.0,,0.18
2237,2024-10-13,Hogar,3113.91,42.0,Centro,
2238,2025-10-15,,5754.1,97.0,Este,0.31
2239,2024-02-22,Hogar,2085.52,70.0,Sur,0.13
2240,2024-10-30,,3855.07,89.0,,0.27
2241,2024-03-09,Hogar,8575.53,35.0,Este,0.43
2242,2024-12-26,Electrónica,2160.66,17.0,Sur,0.28
2243,2025-08-24,Hogar,8102.58,44.0,Sur,
2244,2024-08-07,Deportes,2829.43,,Sur,0.39
2245,2025-12-04,Alimentos,345.86,43.0,Este,0.02
2246,2025-07-28,Hogar,1100.23,89.0,Este,0.03
2247,2025-08-07,Hogar,7459.04,76.0,Centro,0.06
2248,2024-06-09,Hogar,,44.0,Norte,0.08
2249,2025-11-11,Deportes,6541.8,38.0,,0.41
2250,2024-03-29,,6992.28,41.0,Sur,
2251,2025-11-18,Deportes,3451.84,25.0,Norte,0.09
2252,2026-02-19,Deportes,4749.71,49.0,Norte,0.27
2253,2025-08-07,Alimentos,4038.26,60.0,Este,0.38
2254,2026-01-26,Electrónica,9473.53,2.0,Este,0.07
2255,2025-08-11,Deportes,,,Norte,0.17
2256,2024-06-07,Ropa,1834.05,3.0,Este,0.1
2257,2025-05-03,,3656.56,93.0,Centro,0.32
2258,2024-11-19,Ropa,6695.48,14.0,Centro,0.07
2259,2025-09-01,,6973.92,45.0,Oeste,0.39
2260,2025-01-15,Alimentos,9240.64,34.0,Oeste,0.1
2261,2024-04-11,Deportes,8817.65,86.0,Oeste,0.03
2262,2025-05-08,Electrónica,2883.91,36.0,,0.46
2263,2025-10-05,Deportes,4552.17,15.0,Centro,0.17
2264,2025-09-05,Hogar,,37.0,Sur,0.25
2265,2024-01-19,Electrónica,9165.45,10.0,Centro,0.05
2266,2025-03-29,Deportes,3372.31,9.0,Norte,0.24
2267,2025-04-26,Electrónica,4444.97,50.0,Sur,0.11
2268,2025-08-16,Hogar,8994.87,35.0,Oeste,0.42
2269,2025-01-31,Alimentos,,46.0,Centro,0.36
2270,2024-10-05,Alimentos,4805.64,81.0,Oeste,0.33
2271,2024-12-30,Deportes,9045.13,47.0,Este,0.39
2272,2024-11-26,Ropa,8022.62,,Centro,0.15
2273,2025-10-02,Hogar,2435.06,25.0,Centro,0.23
2274,2024-12-09,Deportes,3248.62,35.0,,0.04
2275,2025-03-30,Deportes,3530.23,80.0,Oeste,0.03
2276,2025-08-23,Alimentos,9127.46,,Oeste,0.16
2277,2025-12-25,Electrónica,9989.33,89.0,Centro,0.41
2278,2025-10-16,Hogar,7740.26,55.0,Norte,0.3
2279,2024-03-05,Electrónica,,16.0,Este,
2280,2024-03-16,Hogar,102.73,88.0,Oeste,0.48
2281,2025-12-11,Ropa,6975.18,12.0,Norte,0.22
2282,2024-05-22,Alimentos,3894.22,99.0,Oeste,0.23
2283,2025-08-27,,6330.23,59.0,Centro,0.5
2284,2025-04-17,Deportes,6067.33,73.0,Norte,0.07
2285,2025-02-20,Alimentos,4808.83,37.0,,0.13
2286,2024-10-31,Deportes,9443.92,32.0,Sur,0.23
2287,2026-01-05,Ropa,232.44,57.0,Oeste,0.29
2288,2025-05-11,Hogar,,83.0,Este,0.07
2289,2024-10-17,Deportes,4098.98,22.0,Norte,0.16
2290,2024-04-11,Electrónica,7138.18,45.0,Sur,0.11
2291,2024-09-23,Hogar,6752.51,98.0,Oeste,0.42
2292,2025-09-13,Hogar,103.37,83.0,Sur,
2293,2026-02-15,Ropa,2854.1,12.0,Norte,0.12
2294,2024-01-03,Ropa,1891.72,82.0,Este,0.22
2295,2024-03-25,Alimentos,1670.69,5.0,Norte,0.33
2296,2026-03-04,Alimentos,7285.03,26.0,Este,
2297,2024-11-23,Electrónica,2396.27,91.0,,0.44
2298,2025-03-25,,,20.0,Oeste,0.26
2299,2025-03-29,Electrónica,2470.64,61.0,Sur,0.11
2300,2025-09-20,Electrónica,,8.0,Centro,0.2
2301,2024-08-08,Ropa,7206.01,62.0,Oeste,0.45
2302,2024-06-02,Electrónica,,54.0,Sur,0.01
2303,2025-10-26,Electrónica,6030.6,80.0,Centro,0.07
2304,2024-01-12,Deportes,8248.71,58.0,Oeste,0.1
2305,2024-05-12,Alimentos,943.15,66.0,Oeste,0.03
2306,2024-10-30,Alimentos,7106.99,45.0,Centro,0.11
2307,2024-10-19,Hogar,3232.12,65.0,Norte,0.41
2308,2024-10-26,Alimentos,1227.38,,Este,0.26
2309,2026-01-09,Hogar,5456.99,31.0,Este,0.3
2310,2026-02-21,,2263.39,,,0.08
2311,2024-02-12,Alimentos,8213.79,,Oeste,0.14
2312,2024-12-08,Deportes,429.92,12.0,Sur,0.46
2313,2024-11-21,Alimentos,987.43,4.0,Norte,0.11
2314,2025-05-12,Alimentos,,,,0.45
2315,2024-12-29,Deportes,,75.0,Centro,0.33
2316,2025-03-02,Electrónica,7299.13,9.0,Centro,0.25
2317,2024-01-21,Electrónica,2593.35,26.0,Oeste,0.09
2318,2025-02-10,Electrónica,,27.0,Centro,0.34
2319,2025-09-10,Electrónica,9531.46,93.0,,0.44
2320,2024-12-01,,4990.89,62.0,Norte,0.08
2321,2024-04-26,Ropa,7605.55,50.0,Este,
2322,2024-05-03,Deportes,5248.95,89.0,Oeste,0.37
2323,2025-02-02,,695.6,82.0,Norte,0.3
2324,2026-03-03,,3261.79,94.0,Centro,0.25
2325,2025-12-15,,875.78,72.0,Norte,0.23
2326,2024-02-20,Electrónica,9888.79,2.0,Norte,0.25
2327,2026-02-21,Alimentos,2291.03,,Centro,
2328,2024-11-19,Electrónica,6359.36,85.0,,0.04
2329,2026-02-27,,2844.16,26.0,Centro,0.39
2330,2024-05-20,Ropa,6532.8,93.0,Este,0.23
2331,2025-04-14,Hogar,2104.8,,Sur,0.41
2332,2026-02-25,Electrónica,7852.91,46.0,Este,0.49
2333,2024-11-29,Deportes,1109.0,78.0,Oeste,0.09
2334,2025-01-07,Deportes,8951.6,63.0,Este,0.4
2335,2025-07-17,Electrónica,8404.37,99.0,Norte,0.49
2336,2025-05-08,Ropa,,70.0,Oeste,0.36
2337,2025-06-22,Ropa,675.08,23.0,Sur,
2338,2025-10-30,Alimentos,,17.0,Este,0.45
2339,2026-01-20,Hogar,8593.75,88.0,Oeste,0.4
2340,2024-06-04,Ropa,1220.62,64.0,Este,0.22
2341,2024-10-17,Alimentos,,29.0,Norte,
2342,2025-10-09,Deportes,5440.48,52.0,Norte,
2343,2024-05-23,Deportes,2742.5,94.0,,
2344,2024-04-15,,2221.53,24.0,Centro,0.46
2345,2025-02-23,Electrónica,5758.55,35.0,Centro,0.49
2346,2025-10-31,Hogar,3726.39,47.0,Norte,0.17
2347,2025-10-19,Alimentos,1406.46,51.0,,0.36
2348,2024-01-02,Hogar,5349.0,2.0,Sur,0.21
2349,2025-08-11,,3870.73,21.0,Este,0.01
2350,2025-10-05,Alimentos,7345.43,40.0,Este,0.48
2351,2024-03-30,,1028.45,69.0,Oeste,0.07
2352,2024-12-10,Ropa,6206.51,35.0,Centro,0.04
2353,2024-12-15,,4365.49,44.0,Norte,0.42
2354,2025-04-03,Hogar,4061.21,35.0,Norte,0.02
2355,2024-09-19,Ropa,2323.64,83.0,Sur,0.34
2356,2024-12-16,Deportes,,,Norte,0.47
2357,2024-04-17,,8477.04,25.0,Centro,0.2
2358,2025-08-08,Hogar,,80.0,Centro,0.03
2359,2024-02-08,Ropa,6811.22,31.0,Oeste,0.11
2360,2024-06-07,Alimentos,9475.92,97.0,Sur,0.47
2361,2025-08-05,Ropa,5650.33,81.0,,0.23
2362,2024-11-07,Deportes,3972.07,85.0,Norte,0.27
2363,2024-08-28,Electrónica,2683.46,52.0,Este,0.08
2364,2025-03-20,Deportes,,35.0,Sur,
2365,2024-10-24,Alimentos,6821.08,23.0,Norte,0.26
2366,2024-02-05,,6653.14,49.0,Este,0.26
2367,2024-03-24,,4262.15,16.0,Norte,
2368,2025-03-27,Alimentos,,58.0,Oeste,0.38
2369,2026-02-13,Ropa,7137.0,,Sur,0.1
2370,2025-01-19,Alimentos,2832.55,78.0,Norte,0.47
2371,2024-06-20,Alimentos,,64.0,Oeste,0.09
2372,2025-01-10,Ropa,4302.51,,Norte,0.1
2373,2025-11-15,Alimentos,66.89,40.0,Centro,
2374,2024-12-27,Deportes,8076.42,54.0,Norte,0.01
2375,2025-07-12,Deportes,1229.18,97.0,Centro,0.21
2376,2024-05-20,Hogar,5100.03,85.0,Sur,0.09
2377,2024-04-27,Deportes,,17.0,Norte,0.11
2378,2024-10-03,Electrónica,3421.54,4.0,Oeste,0.49
2379,2025-12-26,Electrónica,4774.17,80.0,Sur,
2380,2024-08-07,Electrónica,9970.22,56.0,Sur,0.16
2381,2024-01-26,Ropa,4084.38,30.0,Centro,0.17
2382,2025-06-04,Deportes,1824.11,34.0,Sur,0.15
2383,2026-02-21,,6136.44,,Norte,0.44
2384,2024-01-10,Hogar,,44.0,Norte,0.05
2385,2025-01-12,Ropa,1056.38,93.0,Centro,0.29
2386,2025-09-24,Hogar,502.69,69.0,Norte,0.09
2387,2025-09-28,Deportes,229.79,65.0,Centro,0.38
2388,2025-11-12,Alimentos,4312.21,53.0,Este,
2389,2025-08-06,Hogar,4267.83,89.0,,0.19
2390,2024-05-31,,1856.27,70.0,Oeste,0.05
2391,2025-12-20,Ropa,7840.4,87.0,Oeste,0.38
2392,2024-02-18,Hogar,1293.58,33.0,Norte,
2393,2024-06-02,,9153.25,78.0,Este,0.14
2394,2024-10-19,Ropa,5876.17,36.0,Oeste,0.13
2395,2025-08-02,Ropa,277.14,18.0,Oeste,0.29
2396,2024-02-19,Electrónica,9629.75,,Oeste,0.26
2397,2025-10-25,Deportes,3080.1,57.0,Norte,
2398,2025-06-14,Hogar,4500.3,44.0,,
2399,2025-09-03,Hogar,2843.4,10.0,Sur,0.22
2400,2024-02-29,Ropa,7284.48,,Sur,0.29
2401,2024-06-15,Ropa,4857.31,56.0,Norte,0.45
2402,2024-07-20,Deportes,1324.6,49.0,Sur,0.07
2403,2024-05-25,,1042.93,58.0,,0.28
2404,2025-11-06,Alimentos,7254.02,76.0,Norte,
2405,2025-03-14,,2371.57,23.0,Norte,0.35
2406,2024-08-29,Alimentos,1378.79,,Este,0.32
2407,2025-08-03,Alimentos,4994.77,45.0,Oeste,0.35
2408,2025-11-17,Deportes,8027.84,89.0,,0.24
2409,2025-07-14,Hogar,2788.55,55.0,,0.09
2410,2025-04-27,Alimentos,2765.04,55.0,Norte,0.22
2411,2024-04-17,Ropa,,77.0,,0.01
2412,2024-08-13,,1479.19,38.0,Sur,
2413,2025-11-03,Deportes,6167.65,19.0,Oeste,
2414,2025-09-22,Ropa,9550.17,22.0,Este,0.17
2415,2025-10-22,Alimentos,8413.18,11.0,Oeste,0.3
2416,2025-10-23,Hogar,619.09,3.0,Sur,0.13
2417,2025-03-07,,3199.79,19.0,Este,0.07
2418,2025-10-16,Ropa,1424.6,91.0,Este,0.26
2419,2025-02-22,Hogar,9492.45,7.0,Oeste,0.02
2420,2025-03-30,,9859.42,91.0,Oeste,0.45
2421,2024-06-08,Alimentos,2350.69,34.0,Norte,0.39
2422,2025-06-06,Ropa,6697.31,11.0,Norte,0.5
2423,2025-10-11,Alimentos,8416.47,5.0,Oeste,0.5
2424,2025-08-12,,,71.0,Sur,0.36
2425,2024-03-17,Electrónica,1877.62,36.0,Oeste,0.39
2426,2025-05-23,Hogar,113.1,5.0,Norte,0.26
2427,2025-03-16,Alimentos,4120.21,56.0,Este,0.11
2428,2024-09-10,Deportes,8994.47,5.0,,0.4
2429,2026-02-08,Hogar,9029.88,27.0,,0.13
2430,2024-11-15,,1278.3,93.0,Sur,0.32
2431,2024-09-19,Deportes,2044.32,27.0,Sur,0.37
2432,2025-08-19,Alimentos,4081.06,32.0,Este,0.28
2433,2025-10-19,Alimentos,,89.0,,
2434,2025-07-07,Electrónica,6118.9,98.0,Oeste,0.15
2435,2025-01-08,Ropa,5138.98,15.0,Sur,0.38
2436,2025-09-28,Hogar,5919.72,98.0,Sur,0.47
2437,2024-06-15,Alimentos,962.9,99.0,Este,0.24
2438,2026-01-22,Hogar,4777.15,54.0,Norte,0.06
2439,2025-04-03,Deportes,9920.63,20.0,Sur,0.31
2440,2024-10-06,Ropa,885.37,88.0,,0.17
2441,2025-11-30,,5192.94,34.0,Centro,0.21
2442,2024-10-28,Hogar,2957.19,34.0,Centro,0.08
2443,2025-06-14,,,46.0,Sur,0.31
2444,2025-08-02,Electrónica,5738.61,91.0,Este,
2445,2024-08-05,Hogar,5775.15,21.0,Oeste,0.38
2446,2024-04-11,Ropa,8522.23,97.0,Centro,
2447,2025-07-07,Alimentos,3898.08,39.0,Centro,0.11
2448,2024-10-14,,5164.02,40.0,Norte,0.46
2449,2024-06-15,Ropa,110.27,44.0,Oeste,0.37
2450,2025-09-12,Electrónica,7895.71,36.0,Centro,0.35
2451,2024-02-05,Ropa,2595.61,55.0,Oeste,0.34
2452,2026-01-13,Alimentos,8165.73,89.0,,0.27
2453,2026-01-10,Hogar,2657.12,,Norte,0.19
2454,2024-12-18,,108.87,50.0,Sur,0.47
2455,2025-11-06,Hogar,1549.16,58.0,Sur,0.08
2456,2024-03-13,,9856.83,74.0,Centro,0.09
2457,2025-10-09,,3198.69,74.0,Norte,0.01
2458,2024-12-18,Hogar,1089.13,38.0,,0.37
2459,2024-03-10,Electrónica,1188.47,24.0,Centro,
2460,2025-02-28,Ropa,3104.11,74.0,Sur,0.09
2461,2025-12-08,Electrónica,377.41,59.0,Norte,0.02
2462,2026-02-19,Electrónica,5115.37,45.0,Oeste,0.12
2463,2025-07-14,Hogar,2138.19,26.0,Sur,0.44
2464,2025-10-03,Deportes,5193.58,94.0,Centro,0.01
2465,2025-05-31,Deportes,1408.5,91.0,Centro,0.05
2466,2025-03-03,Alimentos,4299.14,83.0,Este,0.01
2467,2025-06-22,Alimentos,5979.56,65.0,Norte,0.47
2468,2024-06-08,Deportes,620.94,97.0,Oeste,
2469,2024-05-28,Ropa,3988.09,11.0,Oeste,0.45
2470,2026-02-14,Hogar,3025.93,,Centro,0.24
2471,2024-08-17,Hogar,2404.36,58.0,Este,0.2
2472,2025-12-12,Ropa,6045.74,34.0,Este,0.21
2473,2025-07-15,Ropa,,16.0,Norte,0.21
2474,2024-03-07,,,59.0,Centro,0.17
2475,2025-01-15,Alimentos,1589.67,1.0,Centro,0.41
2476,2024-02-27,Ropa,2857.8,41.0,Centro,0.25
2477,2024-09-15,Alimentos,2097.58,28.0,Norte,0.5
2478,2024-12-07,Electrónica,5405.49,15.0,Oeste,
2479,2024-05-09,Hogar,4611.19,,Sur,0.41
2480,2025-12-27,Deportes,3303.6,46.0,Este,0.37
2481,2024-06-20,Hogar,7860.35,,Oeste,0.2
2482,2026-02-08,Deportes,940.64,39.0,Sur,0.39
2483,2025-09-05,Electrónica,9748.98,65.0,Oeste,0.08
2484,2024-07-27,Hogar,1166.32,73.0,Oeste,0.1
2485,2024-12-19,Electrónica,7730.93,93.0,Oeste,0.31
2486,2025-04-15,Deportes,3682.93,89.0,Oeste,
2487,2026-03-08,Ropa,8652.75,75.0,Centro,0.32
2488,2024-04-25,,742.62,11.0,Oeste,0.25
2489,2024-09-20,Electrónica,,70.0,Sur,0.07
2490,2025-10-23,Hogar,3355.1,34.0,Sur,0.19
2491,2025-03-17,Hogar,9931.57,50.0,Este,0.3
2492,2025-07-01,,9855.49,44.0,Norte,0.11
2493,2025-03-28,Alimentos,1898.85,14.0,Sur,0.32
2494,2025-04-21,Electrónica,6299.83,,Sur,0.12
2495,2024-10-13,,5355.65,25.0,Sur,0.05
2496,2024-10-29,Hogar,1544.58,68.0,Sur,0.16
2497,2024-11-06,Ropa,1678.63,50.0,Norte,0.14
2498,2024-07-26,Hogar,9892.52,95.0,Norte,
2499,2025-09-09,Alimentos,4527.84,85.0,Oeste,0.24
2500,2025-03-21,Deportes,1258.89,32.0,Sur,0.03
2501,2025-10-31,,2148.68,55.0,Sur,
2502,2025-09-24,Ropa,2684.21,,,0.13
2503,2024-02-24,Hogar,5109.66,92.0,,0.28
2504,2024-01-12,Electrónica,3356.14,25.0,Este,0.27
2505,2025-10-18,,4550.66,92.0,Este,0.49
2506,2025-02-03,Ropa,1665.83,79.0,Oeste,0.13
2507,2025-10-09,Electrónica,3267.96,52.0,Centro,0.07
2508,2025-05-29,Alimentos,704.09,,Este,0.13
2509,2025-10-17,Deportes,8897.2,22.0,Este,0.29
2510,2025-06-25,Deportes,1988.32,47.0,Norte,0.11
2511,2024-08-24,Hogar,7569.24,70.0,Sur,0.17
2512,2024-10-05,Alimentos,3496.16,51.0,Oeste,0.33
2513,2024-12-13,,4744.49,66.0,Sur,0.06
2514,2025-09-18,Deportes,2913.32,70.0,Centro,0.47
2515,2024-04-13,Alimentos,6964.71,87.0,Oeste,
2516,2025-09-21,Hogar,8445.61,90.0,,
2517,2025-05-31,Electrónica,,75.0,Sur,0.18
2518,2024-09-04,Hogar,2422.93,65.0,Norte,0.12
2519,2024-12-29,Hogar,6814.71,92.0,Este,0.24
2520,2024-11-16,Alimentos,1952.33,22.0,Sur,0.24
2521,2025-09-24,Deportes,6398.75,41.0,,0.03
2522,2024-10-12,Alimentos,945.19,77.0,Este,
2523,2024-05-28,Electrónica,6201.75,47.0,Oeste,0.41
2524,2024-03-24,,5134.55,60.0,Centro,0.22
2525,2025-02-09,Ropa,1139.94,100.0,,0.17
2526,2025-03-31,Hogar,6491.38,,Norte,0.25
2527,2026-01-12,,4466.12,4.0,Centro,0.11
2528,2026-03-10,Electrónica,2171.93,44.0,Sur,0.0
2529,2024-06-09,Hogar,3534.48,41.0,Este,0.18
2530,2026-02-22,,4921.52,82.0,Este,0.01
2531,2025-04-04,Ropa,916.45,38.0,Norte,0.02
2532,2025-07-03,Alimentos,9576.13,17.0,Oeste,0.01
2533,2025-05-14,,6655.95,89.0,Sur,0.44
2534,2026-01-07,Electrónica,1026.25,17.0,Oeste,0.07
2535,2025-05-23,Deportes,8228.79,93.0,Oeste,0.13
2536,2025-10-15,Hogar,3226.22,45.0,Norte,0.25
2537,2025-04-25,Electrónica,5968.39,46.0,Centro,0.26
2538,2025-10-24,Hogar,2772.15,8.0,,0.06
2539,2024-04-23,Ropa,7334.32,93.0,Norte,0.45
2540,2026-01-18,Alimentos,7230.36,15.0,Norte,0.12
2541,2025-07-31,Deportes,5520.88,33.0,Norte,0.47
2542,2024-12-26,,2410.01,49.0,Oeste,
2543,2024-12-06,Deportes,2537.78,10.0,,0.0
2544,2026-02-08,Deportes,3829.24,62.0,Sur,0.49
2545,2026-01-30,Deportes,1450.98,55.0,Norte,0.24
2546,2025-03-24,Electrónica,3377.22,58.0,Oeste,0.44
2547,2024-06-28,Electrónica,6843.85,63.0,Centro,0.37
2548,2025-12-02,Deportes,8308.61,11.0,Norte,0.09
2549,2025-02-10,Alimentos,3326.49,35.0,Centro,0.42
2550,2025-10-27,Hogar,2336.67,98.0,Este,0.03
2551,2024-07-14,Deportes,8326.58,96.0,Sur,0.25
2552,2025-04-10,Ropa,8907.14,86.0,Este,0.13
2553,2024-11-06,Deportes,4100.8,4.0,Sur,0.18
2554,2024-09-18,Electrónica,270.01,66.0,,0.38
2555,2025-02-22,Hogar,6949.91,33.0,Sur,0.34
2556,2025-02-09,Ropa,7840.54,73.0,Oeste,0.22
2557,2024-05-22,Hogar,181.22,35.0,Centro,0.02
2558,2024-12-07,Hogar,5950.71,38.0,Oeste,
2559,2024-11-11,,5884.09,95.0,Norte,0.35
2560,2024-04-10,Deportes,3787.7,78.0,Este,0.47
2561,2024-08-31,Deportes,7497.92,57.0,Centro,0.42
2562,2025-05-04,,4282.36,95.0,Norte,0.06
2563,2024-01-12,Alimentos,6768.08,33.0,Oeste,0.06
2564,2024-08-26,Deportes,5171.65,44.0,Oeste,
2565,2025-07-14,Ropa,2485.4,53.0,Sur,0.33
2566,2024-02-11,Alimentos,6065.4,80.0,Sur,0.31
2567,2025-11-08,Deportes,7369.34,20.0,Este,0.44
2568,2025-08-16,Alimentos,9739.07,63.0,Sur,0.12
2569,2025-03-04,Ropa,3801.71,51.0,Sur,
2570,2024-06-06,Deportes,,14.0,Sur,0.46
2571,2024-08-03,,9879.71,35.0,Este,0.36
2572,2025-10-31,Ropa,6238.44,45.0,Norte,0.36
2573,2025-04-06,Hogar,9464.55,33.0,Centro,0.17
2574,2024-05-13,Hogar,1039.17,61.0,Norte,0.31
2575,2024-03-07,Ropa,3420.99,93.0,Norte,0.36
2576,2024-01-07,Hogar,1340.23,72.0,Norte,0.3
2577,2025-06-09,Ropa,8355.26,53.0,Oeste,0.37
2578,2024-03-13,Electrónica,8803.54,98.0,Centro,0.3
2579,2025-02-02,,5013.61,78.0,Centro,0.49
2580,2025-02-08,Deportes,1866.87,78.0,,0.25
2581,2025-11-05,Deportes,1272.06,50.0,Oeste,0.01
2582,2025-07-31,Alimentos,5882.05,15.0,Sur,0.08
2583,2024-05-09,,5064.25,42.0,Oeste,
2584,2025-04-10,Hogar,6948.19,20.0,Este,0.23
2585,2024-07-24,Ropa,3052.76,92.0,Oeste,0.06
2586,2026-02-26,Hogar,4024.27,68.0,Sur,0.08
2587,2026-02-06,Deportes,214.59,7.0,Oeste,
2588,2024-09-22,,6101.81,66.0,Este,0.11
2589,2025-06-20,Ropa,4232.01,73.0,Oeste,0.49
2590,2026-03-03,Hogar,9197.72,23.0,Norte,0.16
2591,2024-09-09,Deportes,6418.21,36.0,Centro,
2592,2024-10-15,Alimentos,3987.54,12.0,Este,
2593,2024-06-12,Hogar,2636.63,23.0,Este,0.34
2594,2024-04-04,Electrónica,,95.0,Este,
2595,2026-02-20,Electrónica,163.63,11.0,,0.36
2596,2024-04-19,Hogar,3269.79,1.0,Norte,0.05
2597,2024-12-01,Hogar,9435.1,77.0,Centro,0.49
2598,2024-08-25,Deportes,6540.67,39.0,Sur,0.38
2599,2025-01-15,Hogar,5327.65,93.0,Centro,0.13
2600,2025-03-11,Alimentos,2036.14,70.0,Este,0.13
